,Unnamed: 0,URL,VIN,brand,condition,cylinders,drive,fuel,loc_prefixes,model,odometer,paint color,price,size,time_Ad,title status,transmission,type,year,cor_od,cor_tmad,cor_odT,cor_tmadT,cor_mdT
115,154,http://vancouver.craigslist.ca//bnc/ctd/5296333343.html,,Toyota,Used,,fwd,other,ctd,Corolla,46144.000,custom,12995.000,,6.000,clean,automatic,other,2012.000,-0.276,0.117,-0.839,0.288,0.927
116,155,http://vancouver.craigslist.ca//bnc/ctd/5266399370.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,40000.000,silver,12900.000,mid-size,25.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
117,156,http://vancouver.craigslist.ca//bnc/ctd/5268206839.html,,Toyota,Used,,fwd,other,ctd,Corolla,129956.000,custom,10995.000,,24.000,clean,automatic,other,2009.000,-0.549,-0.078,-0.839,0.288,0.927
118,157,http://vancouver.craigslist.ca//bnc/ctd/5297765862.html,,Toyota,Used,,fwd,other,ctd,Corolla,46144.000,custom,12995.000,,5.000,clean,automatic,other,2012.000,-0.276,0.117,-0.839,0.288,0.927
119,158,http://vancouver.craigslist.ca//bnc/ctd/5265692785.html,,Toyota,Used,,fwd,other,ctd,Corolla,129956.000,custom,10995.000,,26.000,clean,automatic,other,2009.000,-0.549,-0.078,-0.839,0.288,0.927
120,160,http://vancouver.craigslist.ca//pml/ctd/5304121215.html,2T1BU40E99C170280,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,114000.000,grey,10888.000,,1.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
121,161,http://vancouver.craigslist.ca//pml/ctd/5304060152.html,2T1BU40E99C170280,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,114000.000,grey,10888.000,,1.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
122,162,http://vancouver.craigslist.ca//rds/ctd/5288028852.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,117764.000,,6400.000,,12.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
123,163,http://vancouver.craigslist.ca//bnc/ctd/5255094932.html,,Toyota,Used,,fwd,other,ctd,Corolla,129956.000,custom,10995.000,,33.000,clean,automatic,other,2009.000,-0.549,-0.078,-0.839,0.288,0.927
124,164,http://vancouver.craigslist.ca//van/ctd/5250587016.html,,Toyota,,4 cylinders,,gas,ctd,Corolla,23000.000,,16980.000,,36.000,clean,automatic,,2014.000,-0.460,0.467,-0.839,0.288,0.927
125,165,http://vancouver.craigslist.ca//nvn/ctd/5256108588.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,86165.000,black,12995.000,,32.000,clean,automatic,,2010.000,-0.147,0.372,-0.839,0.288,0.927
126,174,http://vancouver.craigslist.ca//bnc/ctd/5300208659.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,94000.000,grey,7500.000,mid-size,4.000,rebuilt,manual,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
127,175,http://vancouver.craigslist.ca//pml/ctd/5288279975.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,11.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
128,176,http://vancouver.craigslist.ca//rds/ctd/5283430800.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,135346.000,grey,8995.000,,15.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
129,177,http://vancouver.craigslist.ca//pml/ctd/5288294716.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,11.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
130,178,http://vancouver.craigslist.ca//rds/ctd/5285164477.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,135346.000,grey,8995.000,,13.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
131,179,http://vancouver.craigslist.ca//pml/ctd/5303260349.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,2.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
132,180,http://vancouver.craigslist.ca//pml/ctd/5281080924.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,77500.000,grey,11998.000,compact,16.000,clean,automatic,sedan,2011.000,-0.401,-0.553,-0.839,0.288,0.927
133,181,http://vancouver.craigslist.ca//rch/ctd/5269841283.html,,toyota,like new,4 cylinders,,gas,ctd,corolla,120884.000,,9995.000,,23.000,clean,automatic,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
134,182,http://vancouver.craigslist.ca//van/ctd/5269841295.html,,toyota,like new,4 cylinders,,gas,ctd,corolla,120884.000,,9995.000,,23.000,clean,automatic,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
135,183,http://vancouver.craigslist.ca//rds/ctd/5269845885.html,,toyota,like new,,,gas,ctd,corolla,120844.000,,9995.000,,23.000,clean,automatic,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
136,184,http://vancouver.craigslist.ca//bnc/ctd/5269845899.html,,toyota,like new,4 cylinders,,gas,ctd,corolla,120844.000,,9995.000,,23.000,clean,automatic,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
137,185,http://vancouver.craigslist.ca//rds/ctd/5261488363.html,Upon Request,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,96000.000,silver,13000.000,mid-size,29.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
138,187,http://vancouver.craigslist.ca//pml/ctd/5306344309.html,,TOYOTA,,,,gas,ctd,COROLLA,56229.000,,16230.000,,0.000,clean,automatic,,2014.000,-0.460,0.467,-0.839,0.288,0.927
139,189,http://vancouver.craigslist.ca//van/ctd/5292019009.html,,Toyota,Used,,,other,ctd,Corolla,129092.000,black,6890.000,,9.000,clean,manual,other,2000.000,-0.595,-0.185,-0.839,0.288,0.927
140,190,http://vancouver.craigslist.ca//bnc/ctd/5306241847.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,180000.000,blue,4750.000,mid-size,0.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
141,191,http://vancouver.craigslist.ca//rch/ctd/5264270462.html,S14887A,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,120793.000,red,9888.000,compact,27.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
142,192,http://vancouver.craigslist.ca//bnc/ctd/5306219134.html,2T1KR32E06C591857,toyota,good,4 cylinders,fwd,gas,ctd,corolla,165000.000,blue,5999.000,compact,0.000,clean,automatic,wagon,2006.000,-0.194,0.378,-0.839,0.288,0.927
143,193,http://vancouver.craigslist.ca//pml/ctd/5291251215.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,216331.000,,3980.000,compact,10.000,clean,automatic,sedan,2003.000,-0.483,-0.192,-0.839,0.288,0.927
144,194,http://vancouver.craigslist.ca//rch/ctd/5295210629.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,7.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
145,196,http://vancouver.craigslist.ca//bnc/ctd/5305757200.html,2T1KR32E06C591857,toyota,good,4 cylinders,fwd,gas,ctd,corolla,165000.000,blue,5999.000,compact,0.000,clean,automatic,wagon,2006.000,-0.194,0.378,-0.839,0.288,0.927
146,197,http://vancouver.craigslist.ca//bnc/ctd/5305756991.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,180000.000,blue,4750.000,mid-size,0.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
147,198,http://vancouver.craigslist.ca//van/ctd/5268186727.html,,Toyota,like new,,fwd,gas,ctd,Corolla,38109.000,white,18980.000,,24.000,clean,automatic,sedan,2015.000,-1.000,1.000,-0.839,0.288,0.927
148,200,http://vancouver.craigslist.ca//van/ctd/5285421778.html,,Toyota,like new,,fwd,gas,ctd,Corolla,49114.000,silver,16980.000,,13.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
149,201,http://vancouver.craigslist.ca//van/ctd/5285390511.html,,Toyota,like new,,fwd,gas,ctd,Corolla,43741.000,silver,16980.000,,13.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
150,202,http://vancouver.craigslist.ca//van/ctd/5285420641.html,,Toyota,like new,,fwd,gas,ctd,Corolla,53021.000,white,15980.000,,13.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
151,203,http://vancouver.craigslist.ca//van/ctd/5285329966.html,,toyota,excellent,,fwd,gas,ctd,corolla,48502.000,silver,16980.000,,13.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
152,204,http://vancouver.craigslist.ca//rch/ctd/5295344262.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,7.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
153,205,http://vancouver.craigslist.ca//bnc/ctd/5305516455.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,232000.000,grey,5900.000,,0.000,clean,automatic,sedan,2003.000,-0.483,-0.192,-0.839,0.288,0.927
154,206,http://vancouver.craigslist.ca//bnc/ctd/5305503568.html,2T1KR32E06C591857,toyota,good,4 cylinders,fwd,gas,ctd,corolla,165000.000,blue,5999.000,compact,0.000,clean,automatic,wagon,2006.000,-0.194,0.378,-0.839,0.288,0.927
155,207,http://vancouver.craigslist.ca//bnc/ctd/5305509956.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,180000.000,blue,4750.000,mid-size,0.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
156,208,http://vancouver.craigslist.ca//rds/ctd/5268200240.html,,toyota,,,,gas,ctd,corolla,35000.000,,19850.000,,24.000,clean,automatic,,2014.000,-0.460,0.467,-0.839,0.288,0.927
157,209,http://vancouver.craigslist.ca//rds/ctd/5292730379.html,,toyota,excellent,4 cylinders,fwd,diesel,ctd,corolla,107125.000,white,9888.000,mid-size,9.000,clean,automatic,hatchback,2006.000,-0.194,0.378,-0.839,0.288,0.927
158,210,http://vancouver.craigslist.ca//rch/ctd/5302232402.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,2.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
159,213,http://vancouver.craigslist.ca//rds/ctd/5288842223.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,240000.000,silver,2850.000,compact,11.000,clean,automatic,sedan,2000.000,-0.595,-0.185,-0.839,0.288,0.927
160,214,http://vancouver.craigslist.ca//rds/ctd/5302228336.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,245000.000,grey,3850.000,compact,2.000,clean,automatic,sedan,2004.000,-0.923,0.348,-0.839,0.288,0.927
161,215,http://vancouver.craigslist.ca//bnc/ctd/5305325413.html,2T1KR32E06C591857,toyota,good,4 cylinders,fwd,gas,ctd,corolla,165000.000,blue,5999.000,compact,0.000,clean,automatic,wagon,2006.000,-0.194,0.378,-0.839,0.288,0.927
162,216,http://vancouver.craigslist.ca//rch/ctd/5294360857.html,,TOYOTA,like new,4 cylinders,fwd,gas,ctd,COROLLA,142628.000,silver,5995.000,mid-size,8.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
163,217,http://vancouver.craigslist.ca//pml/ctd/5300596673.html,,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,245000.000,silver,3995.000,compact,3.000,clean,manual,sedan,2003.000,-0.483,-0.192,-0.839,0.288,0.927
164,218,http://vancouver.craigslist.ca//bnc/ctd/5305327847.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,180000.000,blue,4750.000,mid-size,0.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
165,219,http://vancouver.craigslist.ca//rds/ctd/5270050597.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,40541.000,white,14900.000,compact,23.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
166,221,http://vancouver.craigslist.ca//pml/ctd/5287724849.html,,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,123000.000,blue,5999.000,,12.000,rebuilt,automatic,sedan,2007.000,-0.458,0.266,-0.839,0.288,0.927
167,224,http://vancouver.craigslist.ca//rch/ctd/5305260337.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,106433.000,silver,6995.000,mid-size,0.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
168,225,http://vancouver.craigslist.ca//van/ctd/5290356517.html,,toyota,like new,4 cylinders,,gas,ctd,corolla,53397.000,grey,14995.000,,10.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
169,226,http://vancouver.craigslist.ca//rch/ctd/5305188141.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
170,227,http://vancouver.craigslist.ca//pml/ctd/5277953053.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,87000.000,grey,11500.000,compact,18.000,clean,manual,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
171,228,http://vancouver.craigslist.ca//rch/ctd/5301587650.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,3.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
172,229,http://vancouver.craigslist.ca//rds/ctd/5268561096.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,157000.000,,4500.000,compact,24.000,clean,automatic,sedan,2000.000,-0.595,-0.185,-0.839,0.288,0.927
173,233,http://vancouver.craigslist.ca//van/ctd/5294560685.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,106000.000,,6995.000,,7.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
174,235,http://vancouver.craigslist.ca//van/ctd/5266429545.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,106000.000,,6988.000,,25.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
175,236,http://vancouver.craigslist.ca//van/ctd/5267655029.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,106000.000,,6988.000,,25.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
176,237,http://vancouver.craigslist.ca//van/ctd/5269637519.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,120000.000,,9888.000,,23.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
177,238,http://vancouver.craigslist.ca//van/ctd/5266306873.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,106000.000,,6988.000,,26.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
178,239,http://vancouver.craigslist.ca//van/ctd/5278900554.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,106000.000,,6988.000,,17.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
179,241,http://vancouver.craigslist.ca//van/ctd/5300601153.html,CALL/TEXT DARREN,TOYOTA,,,,gas,ctd,COROLLA,106000.000,,6988.000,,3.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
180,243,http://vancouver.craigslist.ca//bnc/ctd/5305040202.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,94000.000,grey,7500.000,mid-size,1.000,rebuilt,manual,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
181,246,http://vancouver.craigslist.ca//rds/ctd/5280657086.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,42392.000,silver,14900.000,,16.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
182,255,http://vancouver.craigslist.ca//rds/ctd/5297756901.html,,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,60000.000,red,14995.000,mid-size,5.000,clean,automatic,sedan,2011.000,-0.401,-0.553,-0.839,0.288,0.927
183,257,http://vancouver.craigslist.ca//van/ctd/5259048288.html,,Toyota,new,4 cylinders,,gas,ctd,Corolla,53397.000,grey,13995.000,,30.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
184,261,http://vancouver.craigslist.ca//pml/ctd/5272461266.html,,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,245000.000,silver,3995.000,compact,22.000,clean,manual,sedan,2003.000,-0.483,-0.192,-0.839,0.288,0.927
185,262,http://vancouver.craigslist.ca//rds/ctd/5304906322.html,,Toyota,like new,4 cylinders,fwd,gas,ctd,Corolla,49000.000,white,13990.000,compact,1.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
186,263,http://vancouver.craigslist.ca//rds/ctd/5262893874.html,Upon Request,toyota,excellent,,fwd,gas,ctd,corolla,96000.000,grey,13000.000,,28.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
187,264,http://vancouver.craigslist.ca//bnc/ctd/5304894915.html,2T1KR32E06C591857,toyota,good,4 cylinders,fwd,gas,ctd,corolla,165000.000,blue,5999.000,compact,1.000,clean,automatic,wagon,2006.000,-0.194,0.378,-0.839,0.288,0.927
188,265,http://vancouver.craigslist.ca//bnc/ctd/5304887636.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,180000.000,blue,4750.000,mid-size,1.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
189,267,http://vancouver.craigslist.ca//rds/ctd/5304882506.html,,Toyota,like new,4 cylinders,fwd,gas,ctd,Corolla,40000.000,silver,14990.000,compact,1.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
190,268,http://vancouver.craigslist.ca//rds/ctd/5300399959.html,,Toyota,,,,gas,ctd,Corolla,35234.000,,16850.000,,4.000,clean,automatic,,2014.000,-0.460,0.467,-0.839,0.288,0.927
191,270,http://vancouver.craigslist.ca//bnc/ctd/5280393945.html,,toyota,good,4 cylinders,fwd,gas,ctd,corolla,94800.000,silver,10880.000,mid-size,17.000,clean,automatic,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
192,271,http://vancouver.craigslist.ca//rds/ctd/5282439075.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,47847.000,,12700.000,,15.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
193,272,http://vancouver.craigslist.ca//rch/ctd/5301600277.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,3.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
194,273,http://vancouver.craigslist.ca//rds/ctd/5262881678.html,Upon Request,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,96000.000,silver,13000.000,,28.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
195,274,http://vancouver.craigslist.ca//rch/ctd/5304780399.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
196,275,http://vancouver.craigslist.ca//pml/ctd/5300892230.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,3.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
197,276,http://vancouver.craigslist.ca//pml/ctd/5300911740.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,3.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
198,277,http://vancouver.craigslist.ca//pml/ctd/5301036742.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,3.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
199,278,http://vancouver.craigslist.ca//rch/ctd/5297499798.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,5.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
200,279,http://vancouver.craigslist.ca//rch/ctd/5296691065.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,6.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
201,280,http://vancouver.craigslist.ca//rch/ctd/5304649651.html,,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,123000.000,blue,5999.000,,1.000,rebuilt,automatic,,2007.000,-0.458,0.266,-0.839,0.288,0.927
202,281,http://vancouver.craigslist.ca//rds/ctd/5304562800.html,,TOYOTA,excellent,,fwd,gas,ctd,COROLLA,123000.000,blue,5999.000,,1.000,rebuilt,automatic,sedan,2007.000,-0.458,0.266,-0.839,0.288,0.927
203,282,http://vancouver.craigslist.ca//bnc/ctd/5304559731.html,,TOYOTA,excellent,,fwd,gas,ctd,COROLLA,123000.000,blue,5999.000,,1.000,rebuilt,automatic,,2007.000,-0.458,0.266,-0.839,0.288,0.927
204,283,http://vancouver.craigslist.ca//rch/ctd/5304318924.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
205,284,http://vancouver.craigslist.ca//rch/ctd/5304274051.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
206,285,http://vancouver.craigslist.ca//bnc/ctd/5304282862.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,180000.000,blue,4750.000,mid-size,1.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
207,286,http://vancouver.craigslist.ca//pml/ctd/5277957222.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,84000.000,silver,12500.000,compact,18.000,clean,manual,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
208,287,http://vancouver.craigslist.ca//bnc/ctd/5300889183.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,212000.000,white,4900.000,,3.000,clean,automatic,sedan,2005.000,-0.480,0.425,-0.839,0.288,0.927
209,289,http://vancouver.craigslist.ca//rds/ctd/5272805594.html,2T1BU40E49C132262,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,121005.000,grey,8999.000,,21.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
210,290,http://vancouver.craigslist.ca//pml/ctd/5304053590.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,136542.000,silver,8995.000,,1.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
211,291,http://vancouver.craigslist.ca//van/ctd/5291029286.html,2T1BU4EE3BC648837,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,67433.000,red,13995.000,,10.000,clean,automatic,sedan,2011.000,-0.401,-0.553,-0.839,0.288,0.927
212,292,http://vancouver.craigslist.ca//bnc/ctd/5287720081.html,,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,123000.000,blue,5999.000,mid-size,12.000,rebuilt,automatic,sedan,2008.000,-0.889,0.144,-0.839,0.288,0.927
213,293,http://vancouver.craigslist.ca//rds/ctd/5270755745.html,,TOYOTA,like new,4 cylinders,fwd,gas,ctd,COROLLA,38391.000,grey,14990.000,mid-size,23.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
214,294,http://vancouver.craigslist.ca//rds/ctd/5286744431.html,,TOYOTA,like new,4 cylinders,fwd,gas,ctd,COROLLA,111016.000,silver,8990.000,mid-size,12.000,clean,automatic,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
215,295,http://vancouver.craigslist.ca//rds/ctd/5291582298.html,,TOYOTA,like new,4 cylinders,fwd,gas,ctd,COROLLA,99998.000,silver,7390.000,mid-size,9.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
216,301,http://vancouver.craigslist.ca//rch/ctd/5303893902.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
217,303,http://vancouver.craigslist.ca//pml/ctd/5259123478.html,,Toyota,,,,gas,ctd,Corolla,86698.000,,11400.000,,30.000,clean,manual,,2010.000,-0.147,0.372,-0.839,0.288,0.927
218,305,http://vancouver.craigslist.ca//pml/ctd/5297312988.html,,Toyota,,,,gas,ctd,Corolla,83365.000,,12400.000,,5.000,clean,manual,,2012.000,-0.276,0.117,-0.839,0.288,0.927
219,306,http://vancouver.craigslist.ca//rds/ctd/5271115634.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,50640.000,black,14500.000,compact,23.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
220,307,http://vancouver.craigslist.ca//rds/ctd/5272377849.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,53099.000,,12500.000,,22.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
221,308,http://vancouver.craigslist.ca//rch/ctd/5303838131.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
222,309,http://vancouver.craigslist.ca//rch/ctd/5303845455.html,S15927B,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,142618.000,silver,5988.000,compact,1.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
223,310,http://vancouver.craigslist.ca//rch/ctd/5263017915.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,106433.000,silver,6995.000,mid-size,28.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
224,311,http://vancouver.craigslist.ca//rch/ctd/5263216741.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,106433.000,silver,6995.000,mid-size,27.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
225,312,http://vancouver.craigslist.ca//rch/ctd/5290030809.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,120782.000,red,9995.000,mid-size,10.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
226,313,http://vancouver.craigslist.ca//rch/ctd/5293241770.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,106433.000,silver,6995.000,mid-size,8.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
227,314,http://vancouver.craigslist.ca//rch/ctd/5295860398.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,120782.000,red,9995.000,mid-size,6.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
228,315,http://vancouver.craigslist.ca//rch/ctd/5267750851.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,120782.000,red,9995.000,mid-size,25.000,clean,manual,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
